NAME,FAILDATE,QBFASSET,QBFDEP,CITY,PSTALP,COST,RESTYPE
FIRST SOUTHERN NATIONAL BANK,8/19/2011,164599,159673,STATESBORO,GA,22171,FAILURE
CREEKSIDE BANK,9/2/2011,102338,96583,WOODSTOCK,GA,33845,FAILURE
THE BROWNVILLE STATE BANK,5/12/1944,447,405,BROWNSVILLE,IN,,FAILURE
PATRIOT BANK OF GEORGIA,9/2/2011,150751,140612,CUMMING,GA,54248,FAILURE
THE FIRST NATIONAL BANK OF FLORIDA,9/9/2011,296841,280095,MILTON,FL,75749,FAILURE
BANK OF THE COMMONWEALTH,9/23/2011,985096,901845,NORFOLK,VA,238719,FAILURE
CITIZENS BANK OF NORTHERN CALIFORNIA,9/23/2011,288765,253079,NEVADA CITY,CA,40895,FAILURE
FIRST INTERNATIONAL BANK,9/30/2011,239916,208775,PLANO,TX,58022,FAILURE
THE RIVERBANK,10/7/2011,419723,384120,WYOMING,MN,71176,FAILURE
SUN SECURITY BANK,10/7/2011,351492,280649,ELLINGTON,MO,93109,FAILURE
"BLUE RIDGE SAVINGS BANK, INC.",10/14/2011,161430,159628,ASHEVILLE,NC,44112,FAILURE
COUNTRY BANK,10/14/2011,195034,180835,ALEDO,IL,69305,FAILURE
PIEDMONT COMMUNITY BANK,10/14/2011,198993,178773,GRAY,GA,88194,FAILURE
THE FIRST NATIONAL BANK OF SUSQUEHANNA,5/27/1944,1651,1459,SUSQUEHANNA,PA,,FAILURE
FIRST STATE BANK,10/14/2011,191852,188099,CRANFORD,NJ,45629,FAILURE
COMMUNITY BANKS OF COLORADO,10/21/2011,1280964,1239630,GREENWOOD VILLAGE,CO,169247,FAILURE
DECATUR FIRST BANK,10/21/2011,184750,172042,DECATUR,GA,24568,FAILURE
COMMUNITY CAPITAL BANK,10/21/2011,165291,157808,JONESBORO,GA,64965,FAILURE
OLD HARBOR BANK,10/21/2011,209048,212184,CLEARWATER,FL,26299,FAILURE
ALL AMERICAN BANK,10/28/2011,34800,30542,DES PLAINES,IL,13753,FAILURE
"MID CITY BANK, INC.",11/4/2011,106075,105461,OMAHA,NE,10944,FAILURE
SUNFIRST BANK,11/4/2011,198081,169135,SAINT GEORGE,UT,43575,FAILURE
COMMUNITY BANK OF ROCKMART,11/10/2011,62383,55906,ROCKMART,GA,20301,FAILURE
POLK COUNTY BANK,11/18/2011,91580,81967,JOHNSTON,IA,16053,FAILURE
THE FARMERS & MERCHANTS STATE BANK,1/13/1945,6392,5695,FREDERICKSBURG,VA,,FAILURE
CENTRAL PROGRESSIVE BANK,11/18/2011,383132,347720,LACOMBE,LA,48824,FAILURE
WESTERN NATIONAL BANK,12/16/2011,162872,144491,PHOENIX,AZ,41735,FAILURE
PREMIER COMMUNITY BANK OF THE EMERALD COAST,12/16/2011,125976,112050,CRESTVIEW,FL,25065,FAILURE
THE FIRST STATE BANK,1/20/2012,516760,509065,STOCKBRIDGE,GA,192145,FAILURE
AMERICAN EAGLE SAVINGS BANK,1/20/2012,19259,17548,BOOTHWYN,PA,4671,FAILURE
CENTRAL FLORIDA STATE BANK,1/20/2012,71485,71080,BELLEVIEW,FL,13697,FAILURE
FIRST GUARANTY BANK AND TRUST COMPANY OF JACKSONVILLE,1/27/2012,397082,378309,JACKSONVILLE,FL,54383,FAILURE
BANKEAST,1/27/2012,261947,259571,KNOXVILLE,TN,74064,FAILURE
PATRIOT BANK MINNESOTA,1/27/2012,105029,102833,FOREST LAKE,MN,35346,FAILURE
TENNESSEE COMMERCE BANK,1/27/2012,1009154,1037716,FRANKLIN,TN,351815,FAILURE
"AUGUSTA COUNTY BANK, INC.",9/14/1946,351,316,CHURCHVILLE,VA,,FAILURE
CHARTER NATIONAL BANK AND TRUST,2/10/2012,93894,89485,HOFFMAN ESTATES,IL,18454,FAILURE
SCB BANK,2/10/2012,182561,171365,SHELBYVILLE,IN,38269,FAILURE
CENTRAL BANK OF GEORGIA,2/24/2012,278860,266589,ELLAVILLE,GA,51763,FAILURE
HOME SAVINGS OF AMERICA,2/24/2012,434111,432223,LITTLE FALLS,MN,43037,FAILURE
GLOBAL COMMERCE BANK,3/2/2012,143678,116813,DORAVILLE,GA,40289,FAILURE
NEW CITY BANK,3/9/2012,71202,72399,CHICAGO,IL,13227,FAILURE
PREMIER BANK,3/23/2012,268703,198953,WILMETTE,IL,69338,FAILURE
CONVENANT BANK & TRUST,3/23/2012,95725,90632,ROCK SPRING,GA,30279,FAILURE
FIDELITY BANK,3/30/2012,818237,747640,DEARBORN,MI,97229,FAILURE
"FORT LEE FEDERAL SAVINGS BANK, FSB",4/20/2012,48861,47786,FORT LEE,NJ,11925,FAILURE
FLORENCE DEPOSIT BANK,7/18/1934,105,69,FLORENCE,IN,,FAILURE
THE ANN ARBOR SAVINGS BANK,2/15/1936,,6758,ANN ARBOR,MI,,FAILURE
THE FIRST NATIONAL BANK OF EVANSTON,1/11/1947,1803,1991,EVANSTON,WY,,FAILURE
PALM DESERT NATIONAL BANK,4/27/2012,129253,129023,PALM DESERT,CA,26331,FAILURE
BANK OF THE EASTERN SHORE,4/27/2012,162460,150951,CAMBRIDGE,MD,57856,FAILURE
"INTER SAVINGS BANK, FSB D/B/A/ INTERBANK, FSB",4/27/2012,463840,458053,MAPLE GROVE,MN,79681,FAILURE
PLANTATION FEDERAL BANK,4/27/2012,433512,415943,PAWLEYS ISLAND,SC,83230,FAILURE
HARVEST BANK OF MARYLAND,4/27/2012,163019,145534,GAITHERSBURG,MD,26694,FAILURE
"SECURITY BANK, NATIONAL ASSOCIATION",5/4/2012,101026,99067,NORTH LAUDERDALE,FL,15098,FAILURE
"ALABAMA TRUST BANK, NATIONAL ASSOCIATION",5/18/2012,51553,45149,SYLACAUGA,AL,10672,FAILURE
FIRST CAPITAL BANK,6/8/2012,44448,44828,KINGFISHER,OK,8725,FAILURE
FARMERS' AND TRADERS' STATE BANK,6/8/2012,43077,42302,SHABBONA,IL,10243,FAILURE
WACCAMAW BANK,6/8/2012,533114,472704,WHITEVILLE,NC,23756,FAILURE
THE FIRST NATIONAL BANK OF LEMONT,1/25/1947,1666,1749,LEMONT,IL,,FAILURE
CAROLINA FEDERAL SAVINGS BANK,6/8/2012,54373,53082,CHARLESTON,SC,17630,FAILURE
THE FARMERS BANK OF LYNCHBURG,6/15/2012,163859,156402,LYNCHBURG,TN,33106,FAILURE
PUTNAM STATE BANK,6/15/2012,169489,160024,PALATKA,FL,28751,FAILURE
SECURITY EXCHANGE BANK,6/15/2012,150962,147896,MARIETTA,GA,44760,FAILURE
MONTGOMERY BANK & TRUST,7/6/2012,153208,164181,AILEY,GA,65798,FAILURE
GLASGOW SAVINGS BANK,7/13/2012,22341,21809,GLASGOW,MO,1396,FAILURE
HEARTLAND BANK,7/20/2012,96002,89723,LEAWOOD,KS,363,FAILURE
SECOND FEDERAL SAVINGS AND LOAN ASSOCIATION OF CHICAGO,7/20/2012,190891,171627,CHICAGO,IL,86252,FAILURE
FIRST CHEROKEE STATE BANK,7/20/2012,209021,182114,WOODSTOCK,GA,36215,FAILURE
THE ROYAL PALM BANK OF FLORIDA,7/20/2012,78771,78876,NAPLES,FL,16848,FAILURE
THE CENTRAL CITY NATIONAL BANK,7/12/1947,1693,1709,CENTRAL CITY,PA,,FAILURE
GEORGIA TRUST BANK,7/20/2012,116890,114748,BUFORD,GA,25335,FAILURE
JASPER BANKING COMPANY,7/27/2012,206672,204238,JASPER,GA,49244,FAILURE
WAUKEGAN SAVINGS BANK,8/3/2012,83679,73001,WAUKEGAN,IL,23518,FAILURE
FIRST COMMERCIAL BANK,9/7/2012,215867,206809,BLOOMINGTON,MN,65213,FAILURE
TRUMAN BANK,9/14/2012,282338,245716,ST. LOUIS,MO,39469,FAILURE
FIRST UNITED BANK,9/28/2012,328422,316877,CRETE,IL,33841,FAILURE
EXCEL BANK,10/19/2012,186113,173670,SEDALIA,MO,29582,FAILURE
FIRST EAST SIDE SAVINGS BANK,10/19/2012,65686,64888,TAMARAC,FL,12370,FAILURE
GULFSOUTH PRIVATE BANK,10/19/2012,139391,131579,DESTIN,FL,40332,FAILURE
NOVA BANK,10/26/2012,444710,395248,BERWYN,PA,85428,FAILURE
PEOPLES BANK OF DONALDS,11/29/1947,762,713,DONALDS,SC,,FAILURE
CITIZENS FIRST NATIONAL BANK,11/2/2012,923959,869440,PRINCETON,IL,32458,FAILURE
HERITAGE BANK OF FLORIDA,11/2/2012,225477,223309,LUTZ,FL,73811,FAILURE
HOMETOWN COMMUNITYBANK,11/16/2012,124561,108931,BRASELTON,GA,39665,FAILURE
COMMUNITY BANK OF THE OZARKS,12/14/2012,42816,41881,SUNRISE,MO,13419,FAILURE
WESTSIDE COMMUNITY BANK,1/11/2013,91935,91879,UNIVERSITY PLACE,WA,22860,FAILURE
1ST REGENTS BANK,1/18/2013,49626,49147,ANDOVER,MN,12229,FAILURE
COVENANT BANK,2/15/2013,58422,54202,CHICAGO,IL,19576,FAILURE
FRONTIER BANK,3/8/2013,258840,224108,LAGRANGE,GA,73446,FAILURE
GOLD CANYON BANK,4/5/2013,42125,41728,GOLD CANYON,AZ,8263,FAILURE
HERITAGE BANK OF NORTH FLORIDA,4/19/2013,103960,106348,ORANGE PARK,FL,25231,FAILURE
LYONS STATE BANK,12/6/1947,874,804,LYONS,WI,,FAILURE
FIRST FEDERAL BANK,4/19/2013,92982,87196,LEXINGTON,KY,7767,FAILURE
CHIPOLA COMMUNITY BANK,4/19/2013,37471,37067,MARIANNA,FL,7920,FAILURE
DOUGLAS COUNTY BANK,4/26/2013,317288,315326,DOUGLASVILLE,GA,89606,FAILURE
PARKWAY BANK,4/26/2013,109642,104709,LENOIR,NC,16490,FAILURE
SUNRISE BANK,5/10/2013,60793,57775,VALDOSTA,GA,16002,FAILURE
PISGAH COMMUNITY BANK,5/10/2013,21880,21246,ASHEVILLE,NC,7943,FAILURE
CENTRAL ARIZONA BANK,5/14/2013,31550,30822,SCOTTSDALE,AZ,5425,FAILURE
BANKS OF WISCONSIN,5/31/2013,134024,127590,KENOSHA,WI,22473,FAILURE
1st COMMERCE BANK,6/6/2013,20152,19579,NORTH LAS VEGAS,NV,5208,FAILURE
MOUNTAIN NATIONAL BANK,6/7/2013,437282,373366,SEVIERVILLE,TN,33292,FAILURE
COLUMBUS TRUST COMPANY,7/24/1948,7892,7921,NEWARK,NJ,,FAILURE
FIRST COMMUNITY BANK OF SOUTHWEST FLORIDA,8/2/2013,247315,243618,FORT MYERS,FL,24921,FAILURE
BANK OF WAUSAU,8/9/2013,43564,40663,WAUSAU,WI,13428,FAILURE
COMMUNITY SOUTH BANK,8/23/2013,386908,377672,PARSONS,TN,129719,FAILURE
SUNRISE BANK OF ARIZONA,8/23/2013,202179,196924,PHOENIX,AZ,15391,FAILURE
FIRST NATIONAL BANK,9/13/2013,3085764,2338335,EDINBURG,TX,616177,FAILURE
THE COMMUNITY'S BANK,9/13/2013,26368,25715,BRIDGEPORT,CT,9211,FAILURE
BANK OF JACKSON COUNTY,10/30/2013,24724,24591,GRACEVILLE,FL,5849,FAILURE
"TEXAS COMMUNITY BANK, NATIONAL ASSOCIATION",12/13/2013,159257,142640,THE WOODLANDS,TX,14203,FAILURE
DUPAGE NATIONAL BANK,1/17/2014,53524,51878,WEST CHICAGO,IL,1530,FAILURE
THE  BANK OF UNION,1/24/2014,317172,315843,EL RENO,OK,93335,FAILURE
THE AMERICAN NATIONAL BANK OF PRYOR CREEK,11/20/1948,1774,1925,PRYOR,OK,,FAILURE
SYRINGA BANK,1/31/2014,153361,145813,BOISE,ID,3487,FAILURE
"MILLENNIUM BANK, NATIONAL ASSOCIATION",2/28/2014,130305,121704,STERLING,VA,10940,FAILURE
VANTAGE POINT BANK,2/28/2014,63453,62472,HORSHAM,PA,8956,FAILURE
ALLENDALE COUNTY BANK,4/25/2014,49498,49356,FAIRFAX,SC,22149,FAILURE
AZTECAMERICA BANK,5/16/2014,66309,65031,BERWYN,IL,21715,FAILURE
COLUMBIA SAVINGS BANK,5/23/2014,36484,29538,CINCINNATI,OH,7224,FAILURE
SLAVIE FEDERAL SAVINGS BANK,5/30/2014,140063,111142,BEL AIR,MD,10954,FAILURE
VALLEY BANK,6/20/2014,456442,359953,MOLINE,IL,47807,FAILURE
VALLEY BANK,6/20/2014,81843,66541,FORT LAUDERDALE,FL,5439,FAILURE
THE FREEDOM STATE BANK,6/27/2014,22816,20855,FREEDOM,OK,3734,FAILURE
THE FIRST STATE BANK,12/18/1948,694,609,FRANKLIN,TX,,FAILURE
EASTSIDE COMMERCIAL BANK,7/18/2014,173946,166875,CONYERS,GA,38334,FAILURE
"GREENCHOICE BANK, FSB",7/25/2014,70286,68722,CHICAGO,IL,18412,FAILURE
NBRS FINANCIAL BANK,10/17/2014,155353,151559,RISING SUN,MD,19837,FAILURE
THE NATIONAL REPUBLIC BANK OF CHICAGO,10/24/2014,843118,809638,CHICAGO,IL,54424,FAILURE
"FRONTIER BANK, FSB",11/7/2014,80736,76344,PALM DESERT,CA,2905,FAILURE
NORTHERN STAR BANK,12/19/2014,18794,18221,MANKATO,MN,3946,FAILURE
FIRST NATIONAL BANK OF CRESTVIEW,1/16/2015,73804,73199,CRESTVIEW,FL,6329,FAILURE
HIGHLAND COMMUNITY BANK,1/23/2015,54727,53453,CHICAGO,IL,4743,FAILURE
CAPITOL CITY BANK & TRUST COMPANY,2/13/2015,272311,262652,ATLANTA,GA,95942,FAILURE
DORAL BANK,2/27/2015,5898515,4097734,SAN JUAN,PR,690704,FAILURE
THE FIRST NATIONAL BANK OF DYER,2/19/1949,3157,3090,DYER,IN,,FAILURE
EDGEBROOK BANK,5/8/2015,90034,90007,CHICAGO,IL,20647,FAILURE
PREMIER BANK,7/10/2015,26760,25480,DENVER,CO,1210,FAILURE
HOMETOWN NATIONAL BANK,10/2/2015,3785,3705,LONGVIEW,WA,995,FAILURE
THE BANK OF GEORGIA,10/2/2015,286102,264234,PEACHTREE CITY,GA,27760,FAILURE
NORTH MILWAUKEE STATE BANK,3/11/2016,67115,61493,MILWAUKEE,WI,11773,FAILURE
TRUST COMPANY BANK,4/29/2016,18998,20148,MEMPHIS,TN,10372,FAILURE
FIRST CORNERSTONE BANK,5/6/2016,103307,101040,KING OF PRUSSIA,PA,10825,FAILURE
THE WOODBURY BANKING COMPANY,8/19/2016,21426,21122,WOODBURY,GA,3290,FAILURE
ALLIED BANK,9/23/2016,66336,64713,MULBERRY,AR,6213,FAILURE
HARVEST COMMUNITY BANK,1/13/2017,124223,122177,PENNSVILLE,NJ,22158,FAILURE
STOCKMENS BANK OF MARTINSDALE,4/30/1949,634,709,MARTINSDALE,MT,,FAILURE
SEAWAY BANK AND TRUST COMPANY,1/27/2017,297809,256505,CHICAGO,IL,43691,FAILURE
PROFICIO BANK,3/3/2017,68208,65042,COTTONWOOD HEIGHTS,UT,10121,FAILURE
FIRST NBC BANK,4/28/2017,3325870,3032208,NEW ORLEANS,LA,753398,FAILURE
GUARANTY BANK,5/5/2017,1031900,1002026,MILWAUKEE,WI,131962,FAILURE
FAYETTE COUNTY BANK,5/26/2017,34370,33972,SAINT ELMO,IL,8088,FAILURE
THE FARMERS AND MERCHANTS STATE BANK OF ARGONIA,10/13/2017,33012,27466,ARGONIA,KS,280,FAILURE
WASHINGTON FEDERAL BANK FOR SAVINGS,12/15/2017,166345,143964,CHICAGO,IL,75282,FAILURE
ENLOE STATE BANK,5/31/2019,36738,31254,COOPER,TX,18263,FAILURE
LOUISA COMMUNITY BANK,10/25/2019,28163,25174,LOUISA,KY,4264,FAILURE
RESOLUTE BANK,10/25/2019,23292,22885,MAUMEE,OH,1571,FAILURE
THE FIRST NATIONAL BANK & TRUST CO.,2/15/1936,,1729,ANN ARBOR,MI,,FAILURE
THE CITIZENS BANKING COMPANY,6/11/1949,740,742,WESTON,OH,,FAILURE
CITY NATIONAL BANK OF NEW JERSEY,11/1/2019,120574,111234,NEWARK,NJ,2098,FAILURE
ERICSON STATE BANK,2/14/2020,100879,95159,ERICSON,NE,23279,FAILURE
THE FIRST STATE BANK,4/3/2020,151808,143102,BARBOURSVILLE,WV,43620,FAILURE
FIRST CITY BANK OF FLORIDA,10/16/2020,136566,133936,FORT WALTON BEACH,FL,7247,FAILURE
ALMENA STATE BANK,10/23/2020,65733,64941,ALMENA,KS,15861,FAILURE
SILICON VALLEY BANK,3/10/2023,209026000,175378000,SANTA CLARA,CA,18959624,FAILURE
SIGNATURE BANK,3/12/2023,110363650,88612911,NEW YORK,NY,0,FAILURE
FIRST REPUBLIC BANK,5/1/2023,212638872,176436706,SAN FRANCISCO,CA,15753256,FAILURE
HEARTLAND TRI-STATE BANK,7/28/2023,139446,130110,ELKHART,KS,43727,FAILURE
CITIZENS BANK,11/3/2023,60448,52311,SAC CITY,IA,14596,FAILURE
FARMERS & MERCHANTS STATE BANK,10/8/1949,354,437,SPENCERVILLE,IN,,FAILURE
REPUBLIC BANK,4/26/2024,5866190,4373927,PHILADELPHIA,PA,719903,FAILURE
FIRST NB OF LINDSAY,10/18/2024,107850,97515,LINDSAY,OK,47303,FAILURE
PULASKI SAVINGS BANK,1/17/2025,49466,42741,CHICAGO,IL,30284,FAILURE
SANTA ANNA NATIONAL BANK,6/27/2025,76938,71376,SANTA ANNA,TX,23460,FAILURE
METROPOLITAN CAPITAL B&T,1/30/2026,261185,212152,CHICAGO,IL,,FAILURE
THE WESTPHALIA STATE BANK,4/3/1950,744,1126,WESTPHALIA,MI,,FAILURE
THE BANK OF AURORA,7/24/1950,1291,991,AURORA,NC,,FAILURE
THE FARMERS FIRST NATIONAL BANK OF MINOOKA,8/14/1950,1332,1403,MINOOKA,IL,,FAILURE
FIRST NATIONAL BANK IN CECIL,10/9/1950,638,2245,CECIL,PA,,FAILURE
BRAZEAU BANK,1/22/1951,144,148,BRAZEAU,MO,,FAILURE
THE PARNASSUS NATIONAL BANK,8/25/1951,2906,3260,NEW KENSINGTON,PA,,FAILURE
THOMASVILLE BANK AND TRUST CO.,1/21/1952,1031,1757,THOMASVILLE,AL,,FAILURE
CAMDEN STATE BANK,5/5/1952,838,817,CAMDEN,IL,,FAILURE
MERCHANTS AND FARMERS BANK,2/17/1936,213,142,STARKVILLE,MS,,FAILURE
BANK OF DIERKS,9/2/1952,520,583,DIERKS,AR,,FAILURE
MAYFIELD STATE BANK,2/13/1953,1355,1305,MAYFIELD,PA,,FAILURE
FIRST STATE BANK OF ELMWOOD PARK,5/26/1953,17456,16957,ELMWOOD PARK,IL,,FAILURE
BANK OF ILA,8/9/1954,98,60,ILA,GA,,FAILURE
BANK OF WHITESVILLE,10/1/1954,1040,930,WHITESVILLE,KY,,FAILURE
FIRST NATIONAL BANK OF LEWISVILLE,1/27/1955,721,892,LEWISVILLE,TX,,FAILURE
RATHDRUM STATE BANK,4/30/1955,1017,909,RATHDRUM,ID,,FAILURE
BANK OF NORTH IDAHO,4/30/1955,1101,983,PRIEST RIVER,ID,,FAILURE
JOSHUA MONUMENT NAT BANK-TWENTYNINE PALMS,7/25/1955,3111,3714,TWENTYNINE PALMS,CA,,FAILURE
FRONTIER TRUST COMPANY,10/3/1955,6036,5465,FORT FAIRFIELD,ME,,FAILURE
COLUMBIA STATE BANK,2/18/1936,906,775,COLUMBIA CITY,IN,,FAILURE
RIVER OAKS STATE BANK,10/15/1956,5202,4703,FORTH WORTH,TX,,FAILURE
THE HOME NATIONAL OF ELLENVILLE,12/4/1956,7712,6578,ELLENVILLE,NY,,FAILURE
FIRST STATE BANK OF YORKTOWN,4/10/1957,1253,1163,YORKTOWN,TX,,FAILURE
THE FIRST NATIONAL BANK OF HALFWAY,3/17/1958,1446,1368,HALFWAY,OR,,FAILURE
PEOPLES STATE BANK,5/5/1958,618,574,RICHLAND SPRINGS,TX,,FAILURE
THE RUSHVILLE BANKING COMPANY,5/26/1958,4476,4084,RUSHVILLE,OH,,FAILURE
THE MANUFACTURERS' BANK OF EDGEWATER,7/17/1958,2365,2213,EDGEWATER,NJ,,FAILURE
THE BARTLETT STATE BANK,5/13/1959,570,504,BARTLETT,NE,,FAILURE
LIBERAL STATE BANK,6/9/1959,1012,925,LIBERAL,MO,,FAILURE
FIRST STATE BANK,12/3/1959,1277,1110,TENAHA,TX,,FAILURE
THE BANK OF HIGH HILL,2/20/1936,106,93,HIGH HILL,MO,,FAILURE
THE CAPITOL HILL STATE BANK,7/29/1960,7506,6955,OKLAHOMA CITY,OK,,FAILURE
THE SHELDON NATIONAL BANK,1/16/1961,4365,3884,SHELDON,IA,,FAILURE
BANK OF EARLSBORO,8/11/1961,962,902,EARLSBORO,OK,,FAILURE
BANK OF OCHLOCHNEE,9/7/1961,984,872,OCHLOCHNEE,GA,,FAILURE
THE FIRST NATIONAL BANK OF MAUD,12/19/1961,1626,1509,MAUD,OK,,FAILURE
FIRST STATE BANK,12/30/1961,1882,1652,PREMONT,TX,,FAILURE
THE FIRST NATIONAL BANK OF EXETER,2/19/1962,,3011,EXETER,PA,,FAILURE
THE FIRST BANK OF WESTMONT,5/24/1963,7055,6659,WESTMONT,IL,,FAILURE
CHATHAM BANK OF CHICAGO,8/23/1963,19124,16782,CHICAGO,IL,,FAILURE
THE FIRST NATIONAL BANK OF MARLIN,3/10/1964,3741,3459,MARLIN,TX,,FAILURE
FARMERS BANK OF LEONARD,2/27/1936,69,51,LEONARD,MO,,FAILURE
THE STATE SAVINGS BANK OF MINDEN CITY,3/17/1964,1310,1233,MINDEN CITY,MI,,FAILURE
FIRST STATE BANK,7/4/1964,1237,1082,DELL CITY,TX,,FAILURE
BELLEVIEW VALLEY BANK,7/20/1964,1285,1189,BELLEVIEW,MO,,FAILURE
FRONTIER BANK,7/31/1964,2642,2312,COVELO,CA,,FAILURE
CROWN SAVINGS BANK,9/4/1964,7865,7023,NEWPORT NEWS,VA,,FAILURE
"NEBRASKA ST BANK OF VALENTINE, NEBRASKA",10/29/1964,7769,7025,VALENTINE,NE,,FAILURE
THE BRIGHTON NATIONAL BANK,1/22/1965,3015,2254,BRIGHTON,CO,,FAILURE
SAN FRANCISCO NATIONAL BANK,1/22/1965,54061,40176,SAN FRANCISCO,CA,,FAILURE
WINONA STATE BANK,2/5/1965,479,435,WINONA,TX,,FAILURE
MALONE STATE BANK,2/25/1965,589,524,MALONE,TX,,FAILURE
FARMERS & MERCHANTS BANK,2/1/1936,14,5,ADAMS,TN,,FAILURE
FIRST STATE BANK,4/5/1965,606,488,COVINGTON,TX,,FAILURE
FIVE POINTS NATIONAL BANK,1/12/1966,2703,2967,MIAMI,FL,,FAILURE
CITIZENS BANK,1/24/1966,832,774,POTTSVILLE,AR,,FAILURE
BLANKET STATE BANK,1/31/1966,1257,1183,BLANKET,TX,,FAILURE
SAGUACHE COUNTY NATIONAL BANK,3/17/1966,512,725,SAGUACHE,CO,,FAILURE
BANK OF GRAY SUMMIT,4/7/1966,1935,1832,GRAY SUMMIT,MO,,FAILURE
PUBLIC BANK,10/12/1966,110077,92960,DETROIT,MI,,FAILURE
FIRST STATE BANK OF TUSCOLA,10/17/1966,3330,3081,TUSCOLA,TX,,FAILURE
BANK OF PINE APPLE,1/31/1967,4289,3885,PINE APPLE,AL,,FAILURE
SOUTHERN BANK OF ST. PETERSBURG,2/17/1967,2884,2451,ST. PETERSBURG,FL,,FAILURE
PEOPLES BANK,3/2/1936,93,75,FRANKLINTON,KY,,FAILURE
SACUL STATE BANK,6/23/1967,762,724,SACUL,TX,,FAILURE
THE CEDAR VALE NATIONAL BANK,7/7/1967,4058,3818,CEDAR VALE,KS,,FAILURE
LORENZO STATE BANK,2/13/1968,6159,5612,LORENZO,TX,,FAILURE
CENTRAL NATIONAL BANK OF JACKSONVILLE,5/27/1968,13445,11757,JACKSONVILLE,FL,,FAILURE
BANK OF COMMERCE,9/25/1968,5551,5155,TONKAWA,OK,,FAILURE
THE ROCKY MOUNTAIN BANK,2/6/1969,8617,8065,LAKEWOOD,CO,,FAILURE
CITIZENS STATE BANK,4/12/1969,2556,2320,ALVARADO,TX,,FAILURE
THE MORRICE STATE BANK,5/6/1969,2283,2167,MORRICE,MI,,FAILURE
THE FIRST STATE BANK,5/12/1969,1134,1085,DODSON,TX,,FAILURE
THE STATE NATIONAL BANK,5/28/1969,4136,3802,LOVELADY,TX,,FAILURE
FARMERS AND MERCHANTS BANK OF LINN,3/5/1936,228,198,LINN,MO,,FAILURE
FIRST NATIONAL BANK OF URSA,8/20/1969,2053,1798,URSA,IL,,FAILURE
THE BIG LAKE STATE BANK,8/22/1969,4750,4427,BIG LAKE,TX,,FAILURE
THE FIRST STATE BANK,9/5/1969,11417,10472,ARANSAS PASS,TX,,FAILURE
THE FIRST NATIONAL BANK OF COALVILLE,10/10/1969,6625,5992,COALVILLE,UT,,FAILURE
BEREA BANK AND TRUST COMPANY,10/8/1970,5871,5375,BEREA,KY,,FAILURE
FIRST STATE BANK OF BONNE TERRE,8/24/1970,8003,7118,BONNE TERRE,MO,,FAILURE
FARMERS BANK OF PETERSBURG,6/25/1970,1074,1259,PETERSBURG,KY,,FAILURE
STATE BANK OF PRAIRIE CITY,2/22/1970,4130,3897,PRAIRIE CITY,IA,,FAILURE
THE PEOPLES STATE SAVINGS BANK,4/18/1970,10877,9940,AUBURN,MI,,FAILURE
EATONTOWN NATIONAL BANK,8/7/1970,21417,15912,EATONTOWN,NJ,,FAILURE
BENJAMIN STATE BANK,3/18/1936,254,181,BENJAMIN,TX,,FAILURE
CITY BANK OF PHILADELPHIA,9/3/1970,10775,8839,PHILADELPHIA,PA,,FAILURE
UNITY BANK & TRUST COMPANY,7/27/1971,,9300,BOSTON (ROXBURY),MA,,ASSISTANCE
FIRST COMMUNITY STATE BANK OF SAVANNAH,12/30/1971,3701,3488,SAVANNAH,MO,,FAILURE
THE FIRST NATIONAL BANK OF CRIPPLE CREEK,11/30/1971,1301,1201,CRIPPLE CREEK,CO,,FAILURE
BANK OF SALEM,4/5/1971,679,606,SALEM,NE,,FAILURE
FARMERS STATE BANK OF CARLOCK,2/17/1971,2196,2077,CARLOCK,IL,,FAILURE
SHARPSTOWN STATE BANK,1/25/1971,78903,66763,HOUSTON,TX,,FAILURE
BIRMINGHAM-BLOOMFIELD BANK,2/16/1971,109739,57547,BIRMINGHAM,MI,,FAILURE
BANK OF THE COMMONWEALTH,1/18/1972,1300000,,DETROIT,MI,,ASSISTANCE
SURETY BANK AND TRUST COMPANY,5/27/1972,22054,20385,WAKEFIELD,MA,,FAILURE
BANK OF LEWISPORT,8/6/1934,81,68,LEWISPORT,KY,,FAILURE
FARMERS STATE BANK,3/18/1936,56,59,AMHERST,SD,,FAILURE
UNITED STATES NATIONAL BANK,10/18/1973,1265868,931954,SAN DIEGO,CA,,FAILURE
FIRST NATIONAL BANK OF ELDORA,10/5/1973,8072,7540,ELDORA,IA,,FAILURE
THE FIRST STATE BANK,7/16/1973,16242,14797,VERNON,TX,,FAILURE
ELM CREEK STATE BANK,5/7/1973,3186,2915,ELM CREEK,NE,,FAILURE
DELTA SECURITY BANK AND TRUST COMPANY,1/19/1973,9780,8079,FERRIDAY,LA,,FAILURE
SKYLINE NATIONAL BANK,3/26/1973,6527,6006,DENVER,CO,,FAILURE
FRANKLIN NATIONAL BANK,10/8/1974,3655662,1444982,NEW YORK,NY,,FAILURE
AMERICAN BANK & TRUST,9/20/1974,147137,112703,ORANGEBURG,SC,,FAILURE
CROMWELL STATE SAVINGS BANK,10/9/1974,3502,3271,CROMWELL,IA,,FAILURE
TRI-CITY BANK,9/27/1974,16295,14876,WARREN,MI,,FAILURE
CITIZENS BANK OF BOSWORTH,3/18/1936,,80,BOSWORTH,MO,,FAILURE
STATE BANK OF CLEARING,7/12/1975,74354,60603,CHICAGO,IL,,FAILURE
